iyear,imonth,iday,extended,country,region,provstate,city,latitude,longitude,specificity,vicinity,multiple,success,suicide,attacktype1,targtype1,target1,natlty1,gname,individual,weaptype1,nkill,property,ishostkid,attack_date
2016,3,16,0,182,11,115,-1,7.968031,49.821148,2.0,0,1.0,1,0,2,14,591,182.0,2,0,6,5.0,0,0.0,2016-03-16
2016,3,16,0,182,11,5,-1,0.518022,42.046701,3.0,0,0.0,1,0,2,4,1657,422.0,2,0,6,21.0,0,0.0,2016-03-16
2016,3,17,0,160,5,30,-1,6.453157,125.038749,2.0,0,0.0,1,0,2,1,-1,160.0,1,0,5,1.0,0,0.0,2016-03-17
2016,3,17,0,182,11,5,1393,0.029852,41.882226,2.0,0,0.0,1,0,2,4,240,182.0,2,0,5,5.0,0,0.0,2016-03-17
2016,3,18,0,182,11,5,-1,-1.21933,41.83736,1.0,1,0.0,1,0,2,14,6,182.0,2,0,5,3.0,0,0.0,2016-03-18
2016,3,18,0,182,11,64,113,11.274796,49.179657,1.0,0,0.0,0,0,1,2,-1,182.0,2,0,5,1.0,1,0.0,2016-03-18
2016,3,19,0,147,11,0,1343,11.490085,12.965451,1.0,0,0.0,0,1,3,20,268,147.0,0,0,6,1.0,0,0.0,2016-03-19
2016,3,20,0,182,11,13,-1,2.033129,45.028446,1.0,0,0.0,1,0,2,4,240,182.0,2,0,5,35.0,1,0.0,2016-03-20
2016,3,20,0,182,11,99,2358,4.264994,43.484289,1.0,0,0.0,0,0,3,2,129,182.0,2,0,6,0.0,0,0.0,2016-03-20
2016,3,20,0,160,5,85,-1,14.182691,122.784392,1.0,0,0.0,1,0,3,4,-1,160.0,1,0,6,0.0,1,0.0,2016-03-20
2016,3,20,0,160,5,49,-1,10.950626,123.336393,1.0,0,0.0,0,0,2,14,591,160.0,1,0,5,2.0,0,0.0,2016-03-20
2016,3,21,0,4,6,66,-1,36.070389,69.106918,3.0,0,0.0,1,0,3,3,243,4.0,3,0,6,0.0,-9,0.0,2016-03-21
2016,3,22,0,4,6,43,-1,34.195751,70.786385,1.0,0,0.0,1,0,8,16,-1,4.0,3,0,8,0.0,1,0.0,2016-03-22
2016,3,23,1,147,11,0,1080,10.491363,12.247484,1.0,0,0.0,1,0,6,14,6,147.0,0,0,5,1.0,0,1.0,2016-03-23
2016,3,24,0,4,6,7,1020,31.607109,65.634674,1.0,0,0.0,1,0,1,4,-1,4.0,3,0,5,4.0,0,0.0,2016-03-24
